date,open,high,low,close,volume,oi
02/03/2010,2945.034,3005.131,2890.021,3003.835,101022537,0
02/04/2010,2983.05,3015.126,2968.68,2995.308,99918364,0
02/05/2010,2936.197,2959.233,2918.909,2939.402,97274989,0
02/08/2010,2936.452,2954.266,2922.187,2935.174,63299582,0
02/09/2010,2932.09,2957.474,2929.21,2948.842,62282207,0
02/10/2010,2967.138,2983.179,2958.217,2982.5,55588005,0
02/11/2010,2985.082,3001.636,2976.079,2985.499,56646305,0
02/12/2010,2996.088,3018.858,2993.437,3018.133,56092124,0
02/22/2010,3016.703,3026.659,3002.811,3003.398,68505143,0
02/23/2010,2998.907,2998.907,2938.753,2982.575,80392858,0
02/24/2010,2964.984,3023.739,2955.069,3022.177,92918962,0
02/25/2010,3026.656,3063.004,3022.373,3060.618,119670781,0
02/26/2010,3053.498,3067.525,3041.689,3051.943,101296291,0
03/01/2010,3057.006,3093.095,3054.554,3087.842,111038878,0
03/02/2010,3089.706,3095.992,3060.956,3073.108,105327647,0
03/03/2010,3074.099,3098.456,3061.467,3097.005,117156519,0
03/04/2010,3098.069,3102.398,3016.215,3023.373,126383889,0
03/05/2010,3026.639,3044.165,3011.088,3031.065,92259665,0
03/08/2010,3036.415,3058.832,3030.905,3053.232,81011950,0
03/09/2010,3053.26,3084.85,3028.69,3069.141,92381803,0
03/10/2010,3067.15,3085.994,3034.739,3048.927,84612953,0
03/11/2010,3050.644,3070.935,3025.309,3051.282,79872195,0
03/12/2010,3051.474,3057.519,3011.972,3013.412,71418912,0
03/15/2010,3010.722,3013.517,2963.494,2976.939,63749768,0
03/16/2010,2974.487,2993.843,2963.438,2992.841,59627991,0
03/17/2010,2999.815,3050.757,2994.893,3050.479,87085699,0
03/18/2010,3053.158,3063.586,3035.019,3046.089,91379124,0
03/19/2010,3046.749,3069.662,3031.023,3067.75,88481189,0
03/22/2010,3069.66,3083.345,3061.759,3074.576,96499411,0
03/23/2010,3076.957,3082.965,3051.211,3053.125,92867190,0
03/24/2010,3058.928,3076.749,3052.213,3056.808,89266365,0
03/25/2010,3051.356,3051.356,3012.308,3019.176,90190542,0
03/26/2010,3017.215,3067.707,3009.905,3059.715,93077716,0
03/29/2010,3076.048,3130.279,3071.69,3123.798,131895114,0
03/30/2010,3123.832,3132.576,3113.767,3128.468,102431515,0
03/31/2010,3129.574,3130.112,3101.756,3109.105,101143351,0
04/01/2010,3111.935,3148.344,3111.935,3147.416,126779213,0
04/02/2010,3154.77,3159.598,3141.866,3157.957,122789383,0
04/06/2010,3170.612,3177.968,3141.93,3158.681,116814703,0
04/07/2010,3156.314,3161.081,3132.236,3148.222,103521570,0
04/08/2010,3143.451,3143.827,3110.256,3118.709,114643389,0
04/09/2010,3118.926,3146.459,3114.788,3145.347,105425960,0
04/12/2010,3151.888,3156.211,3111.899,3129.263,137962701,0
04/13/2010,3129.692,3173.634,3101.483,3161.251,143982040,0
04/14/2010,3161.551,3167.658,3145.555,3166.183,106435847,0
04/15/2010,3168.139,3181.663,3135.99,3164.966,106263908,0
04/16/2010,3159.672,3159.672,3121.366,3130.302,80934918,0
04/19/2010,3096.785,3096.785,2977.774,2980.297,129360505,0
04/20/2010,2980.081,2998.913,2941.35,2979.533,101732249,0
04/21/2010,2984.618,3034.327,2972.096,3033.278,116308514,0
04/22/2010,3021.289,3023.641,2978.457,2999.484,121726664,0
04/23/2010,2995.568,3015.633,2966.785,2983.537,103518713,0
04/26/2010,2988.077,2996.828,2965.832,2969.503,89146675,0
04/27/2010,2962.145,2962.145,2866.342,2907.928,108271273,0
04/28/2010,2883.167,2916.676,2865.469,2900.331,83749411,0
04/29/2010,2912.196,2928.93,2867.938,2868.432,89344434,0
04/30/2010,2867.649,2875.806,2820.949,2870.611,88734444,0
05/04/2010,2821.354,2862.555,2809.132,2835.277,66079844,0
05/05/2010,2804.514,2857.293,2770.328,2857.151,95340578,0
05/06/2010,2838.951,2838.951,2734.999,2739.702,92649316,0
05/07/2010,2685.992,2732.183,2665.812,2688.383,92026260,0
05/10/2010,2690.859,2713.061,2646.589,2698.757,81854050,0
05/11/2010,2745.604,2751.07,2638.533,2647.574,87897107,0
05/12/2010,2628.019,2668.118,2604.198,2655.714,82544160,0
05/13/2010,2653.579,2711.066,2646.896,2710.507,83077733,0
05/14/2010,2692.096,2712.863,2677.19,2696.629,73368024,0
05/17/2010,2663.882,2663.882,2557.239,2559.931,82648326,0
05/18/2010,2555.141,2603.32,2529.625,2594.783,82792386,0
05/19/2010,2581.63,2623.959,2554.984,2587.807,71372186,0
05/20/2010,2571.54,2609.639,2551.452,2555.94,66390044,0
05/21/2010,2492.575,2584.452,2481.974,2583.522,83856090,0
05/24/2010,2596.318,2680.493,2596.318,2673.423,112497272,0
05/25/2010,2654.359,2659.74,2609.086,2622.63,93269050,0
05/26/2010,2620.853,2644.941,2610.51,2625.793,68710464,0
05/27/2010,2615.105,2662.081,2583.548,2655.918,87883569,0
05/28/2010,2680.403,2686.542,2641.405,2655.767,86947998,0
05/31/2010,2647.868,2665.39,2591.535,2592.147,78743882,0
06/01/2010,2577.763,2598.897,2534.267,2568.283,74666113,0
06/02/2010,2548.542,2572.343,2521.057,2571.423,64866634,0
06/03/2010,2575.77,2596.137,2551.529,2552.656,69502328,0
06/04/2010,2536.231,2556.969,2527.873,2553.593,56518495,0
06/07/2010,2508.329,2527.104,2491.661,2511.729,65697988,0
06/08/2010,2510.084,2531.882,2491.647,2513.947,63032468,0
06/09/2010,2523.879,2589.473,2501.118,2583.87,96030984,0
06/10/2010,2561.549,2581.047,2554.787,2562.58,74583964,0
06/11/2010,2574.899,2590.979,2566.616,2569.942,66519280,0
06/17/2010,2588.965,2595.509,2559.723,2560.245,54957039,0
06/18/2010,2556.602,2568.861,2505.327,2513.222,67218453,0
06/21/2010,2517.292,2587.34,2504.315,2586.21,78554425,0
06/22/2010,2579.631,2598.353,2572.962,2588.698,63681459,0
06/23/2010,2576.343,2593.673,2546.52,2569.872,58776822,0
06/24/2010,2563.639,2586.898,2554.342,2566.745,48856571,0
06/25/2010,2556.54,2572.832,2534.269,2552.817,50078852,0
06/28/2010,2550.649,2561.485,2528.385,2535.278,43203938,0
06/29/2010,2534.496,2541.142,2425.927,2427.053,73744904,0
06/30/2010,2409.542,2411.441,2382.358,2398.37,55210569,0
07/01/2010,2393.947,2410.769,2371.778,2373.792,49967686,0
07/02/2010,2371.323,2386.4,2319.739,2382.901,68329570,0
07/05/2010,2358.757,2378.088,2335.571,2363.947,47996452,0
07/06/2010,2358.284,2409.783,2356.553,2409.424,61364295,0
07/07/2010,2407.665,2421.679,2392.567,2421.117,56110700,0
07/08/2010,2429.676,2436.283,2402.002,2415.15,54485954,0
07/09/2010,2416.58,2485.6,2398.676,2470.923,85890148,0
07/12/2010,2468.541,2501.024,2455.814,2490.718,82922349,0
07/13/2010,2468.69,2468.69,2439.243,2450.286,66327019,0
07/14/2010,2456.103,2494.589,2456.103,2470.44,72946145,0
07/15/2010,2465.989,2487.237,2423.649,2424.304,105539239,0
07/16/2010,2414.681,2428.464,2389.071,2424.271,70793303,0
07/19/2010,2399.58,2484.194,2392.273,2475.421,88838962,0
07/20/2010,2477.753,2530.331,2477.46,2528.73,118598374,0
07/21/2010,2529.619,2553.452,2520.149,2535.394,114247832,0
07/22/2010,2525.976,2563.239,2522.201,2562.406,105934217,0
07/23/2010,2566.851,2579.523,2549.237,2572.028,114373149,0
07/26/2010,2576.372,2589.484,2556.466,2588.683,93326486,0
07/27/2010,2581.59,2587.997,2565.636,2575.368,86605236,0
07/28/2010,2574.322,2636.002,2564.156,2633.663,128979538,0
07/29/2010,2635.048,2656.408,2623.944,2648.116,139123605,0
07/30/2010,2642.852,2643.035,2614.732,2637.503,94773788,0
08/02/2010,2635.807,2675.762,2633.647,2672.516,112944633,0
08/03/2010,2678.791,2681.786,2626.722,2627.002,127971094,0
08/04/2010,2620.499,2638.898,2589.988,2638.522,112123737,0
08/05/2010,2636.243,2640.589,2606.622,2620.757,113514382,0
08/06/2010,2618.713,2659.412,2598.913,2658.392,120927286,0
08/09/2010,2656.364,2676.09,2650.397,2672.533,119964750,0
08/10/2010,2672.793,2675.313,2594.336,2595.274,127010021,0
08/11/2010,2587.615,2618.451,2586.018,2607.497,86941461,0
08/12/2010,2584.919,2608.761,2570.963,2575.475,92675203,0
08/13/2010,2576.687,2607.033,2564.838,2606.7,88820450,0
08/16/2010,2603.792,2665.314,2596.771,2661.708,125862823,0
08/17/2010,2663.184,2677.57,2654.011,2671.893,122638294,0
08/18/2010,2674.501,2687.76,2654.408,2666.301,136254348,0
08/19/2010,2669.431,2701.93,2659.297,2687.979,128441613,0
08/20/2010,2677.019,2683.288,2636.908,2642.307,116172184,0
08/23/2010,2637.82,2656.116,2629.707,2639.366,88136539,0
08/24/2010,2636.532,2667.171,2614.563,2650.307,107243639,0
08/25/2010,2634.95,2645.503,2595.728,2596.58,109695828,0
08/26/2010,2604.882,2616.962,2590.614,2603.481,80313857,0
08/27/2010,2602.501,2613.487,2588.643,2610.742,70466094,0
08/30/2010,2622.266,2656.355,2620.19,2652.664,110479525,0
08/31/2010,2644.787,2647.253,2626.793,2638.798,110890245,0
09/01/2010,2641.053,2662.876,2604.487,2622.882,127164940,0
09/02/2010,2646.893,2659.978,2636.418,2655.776,124076238,0
09/03/2010,2658.129,2660.539,2631.851,2655.394,129456526,0
09/06/2010,2667.195,2698.601,2664.239,2696.25,144209066,0
09/07/2010,2698.218,2704.933,2679.023,2698.363,112231539,0
09/08/2010,2687.711,2695.845,2674.321,2695.291,113519409,0
09/09/2010,2698.638,2698.638,2651.602,2656.352,132989434,0
09/10/2010,2657.235,2667.837,2628.829,2663.209,113041151,0
09/13/2010,2665.655,2696.674,2660.607,2688.32,117918914,0
09/14/2010,2694.069,2703.781,2678.974,2688.522,120712410,0
09/15/2010,2688.386,2688.49,2645.864,2652.503,122039815,0
09/16/2010,2646.921,2653.272,2583.337,2602.465,118998200,0
09/17/2010,2607.551,2615.079,2592.535,2598.689,83171357,0
09/20/2010,2601.482,2607.347,2573.629,2588.713,79469519,0
09/21/2010,2593.763,2601.099,2580.177,2591.55,58101406,0
09/27/2010,2600.54,2629.045,2597.139,2627.967,76844658,0
09/28/2010,2625.326,2625.326,2607.018,2611.354,93117430,0
09/29/2010,2608.919,2634.124,2603.927,2610.678,88618663,0
09/30/2010,2599.715,2655.999,2597.597,2655.658,89580361,0
10/08/2010,2681.253,2747.805,2677.994,2738.744,135759543,0
10/11/2010,2755.026,2823.597,2755.026,2806.942,207535265,0
10/12/2010,2795.764,2843.428,2782.341,2841.407,167428327,0
10/13/2010,2842.138,2862.035,2826.221,2861.361,185281671,0
10/14/2010,2881.552,2919.414,2864.519,2879.636,229461709,0
10/15/2010,2863.738,2971.16,2858.216,2971.16,236568558,0
10/18/2010,2985.462,3026.099,2944.715,2955.227,263316938,0
10/19/2010,2949.63,3002.371,2931.91,3001.853,170667828,0
10/20/2010,2947.511,3041.151,2942.505,3003.951,207804424,0
10/21/2010,3009.225,3018.244,2958.546,2983.533,161436141,0
10/22/2010,2976.754,2997.624,2954.619,2975.043,147079881,0
10/25/2010,2979.706,3051.539,2959.298,3051.419,192114243,0
10/26/2010,3065.844,3073.384,3017.818,3041.543,198778908,0
10/27/2010,3031.645,3056.399,2988.871,2997.048,176268280,0
10/28/2010,2989.29,3007.013,2969.304,2992.579,143537933,0
10/29/2010,2993.296,2996.774,2955.48,2978.835,147109754,0
11/01/2010,2986.886,3054.05,2986.886,3054.021,186243180,0
11/02/2010,3061.631,3089.568,3029.324,3045.434,224947283,0
11/03/2010,3044.022,3069.066,3017.098,3030.988,189848032,0
11/04/2010,3035.366,3087.421,3035.366,3086.939,176857096,0
11/05/2010,3129.87,3142.589,3105.921,3129.497,211955803,0
11/08/2010,3140.395,3160.699,3124.091,3159.512,205417960,0
11/09/2010,3159.019,3159.019,3110.343,3135,192455746,0
11/10/2010,3120.44,3124.256,3093.878,3115.356,185052423,0
11/11/2010,3108.511,3186.72,3102.774,3147.744,210274743,0
11/12/2010,3121.922,3150.146,2975.163,2985.435,233084958,0
11/15/2010,2984.872,3016.131,2939.68,3014.413,153152448,0
11/16/2010,3007.643,3007.643,2885.753,2894.538,171089373,0
11/17/2010,2852.478,2891.052,2824.121,2838.857,123780261,0
11/18/2010,2855.605,2873.696,2827.179,2865.452,102226182,0
11/19/2010,2879.655,2888.75,2806.644,2888.566,123778460,0
11/22/2010,2861.606,2904.97,2852.774,2884.371,127117716,0
11/23/2010,2872.172,2872.172,2791.584,2828.282,116311956,0
11/24/2010,2794.864,2861.485,2794.864,2859.936,116156238,0
11/25/2010,2875.858,2901.675,2856.962,2898.261,131608453,0
11/26/2010,2890.287,2894.421,2851.957,2871.698,110866191,0
11/29/2010,2861.149,2878.827,2841.795,2866.356,102452542,0
11/30/2010,2863.412,2881.16,2758.924,2820.181,139324863,0
12/01/2010,2810.543,2834.199,2795.811,2823.449,81263296,0
12/02/2010,2860.464,2870.806,2841.473,2843.607,104195755,0
12/03/2010,2846.725,2853.401,2822.743,2842.431,83521010,0
12/06/2010,2850.382,2871.407,2831.697,2857.178,89773055,0
12/07/2010,2843.767,2884.53,2809.11,2875.861,86785497,0
12/08/2010,2868.733,2880.558,2843.94,2848.546,86707379,0
12/09/2010,2837.615,2854.7,2808.506,2810.949,94622552,0
12/10/2010,2798.736,2850.422,2792.522,2841.04,80496108,0
12/13/2010,2850.325,2923.774,2847.658,2922.954,128878468,0
12/14/2010,2928.3,2933.407,2912.42,2927.077,120944936,0
12/15/2010,2927.264,2939.05,2905.649,2911.414,109462489,0
12/16/2010,2908.865,2921.275,2891.858,2898.138,87606313,0
12/17/2010,2896.77,2898.812,2881.004,2893.74,73677136,0
12/20/2010,2901.47,2911.561,2804.556,2852.916,113755495,0
12/21/2010,2857.589,2908.166,2846.633,2904.115,106825623,0
12/22/2010,2910.731,2917.199,2867.049,2877.9,98325557,0
12/23/2010,2874.202,2893.711,2849.836,2855.22,89002488,0
12/24/2010,2841.346,2853.486,2813.496,2835.157,81216848,0
12/27/2010,2842.807,2876.811,2774.538,2781.402,97807278,0
12/28/2010,2768.031,2775.149,2730.407,2732.99,84332632,0
12/29/2010,2735.476,2753.025,2721.479,2751.527,63941278,0
12/30/2010,2751.973,2768.126,2724.541,2759.575,73172046,0
12/31/2010,2759.162,2808.926,2758.131,2808.077,83350214,0
01/04/2011,2825.329,2855.396,2810.108,2852.648,110072791,0
01/05/2011,2833.117,2850.493,2824.296,2838.593,104415282,0
01/06/2011,2838.435,2853.875,2816.951,2824.197,84705616,0
01/07/2011,2820.665,2868.005,2807.87,2838.801,113129568,0
01/10/2011,2832.622,2847.358,2786.861,2791.809,90780872,0
01/11/2011,2783.476,2810.762,2770.338,2804.047,80553780,0
01/12/2011,2811.785,2828.468,2788.13,2821.305,79246117,0
01/13/2011,2830.534,2837.526,2810.874,2827.713,74886265,0
01/14/2011,2817.048,2817.048,2780.438,2791.344,76753880,0
01/17/2011,2772.45,2780.942,2698.781,2706.66,92519113,0
01/18/2011,2696.147,2715.406,2683.367,2708.979,60377276,0
01/19/2011,2707.816,2759.602,2700.811,2758.097,78493169,0
01/20/2011,2752.799,2752.799,2676.129,2677.652,86047191,0
01/21/2011,2668.677,2746.178,2667.286,2715.294,95639038,0
01/24/2011,2716.524,2736.109,2690.652,2695.72,87920807,0
01/25/2011,2691.693,2701.044,2661.448,2677.432,69481412,0
01/26/2011,2677.172,2710.738,2676.769,2708.814,60750899,0
01/27/2011,2690.825,2753.001,2677.21,2749.15,105569163,0
01/28/2011,2741.314,2759.44,2733.291,2752.75,85427992,0
01/31/2011,2751.527,2790.921,2748.538,2790.694,91502814,0
02/01/2011,2795.071,2805.049,2785.296,2798.96,73350092,0
02/09/2011,2778.701,2804.208,2764.867,2774.065,87257788,0
02/10/2011,2769.646,2819.063,2760.175,2818.163,97919763,0
02/11/2011,2815.119,2835.411,2807.605,2827.328,107758171,0
02/14/2011,2828.571,2906.261,2828.571,2899.134,154242970,0
02/15/2011,2900.427,2934.467,2892.637,2899.237,152449898,0
02/16/2011,2893.682,2924.188,2882.549,2923.896,127805697,0
02/17/2011,2929.255,2939.284,2905.032,2926.964,130415498,0
02/18/2011,2924.23,2924.23,2890.262,2899.792,113775463,0
02/21/2011,2886.54,2932.82,2884.191,2932.246,118855883,0
02/22/2011,2941.318,2944.413,2851.62,2855.516,153004622,0
02/23/2011,2844.99,2868.484,2839.195,2862.634,111083059,0
02/24/2011,2861.393,2881.537,2854.564,2878.603,109772588,0
02/25/2011,2876.777,2890.324,2848.65,2878.565,100094039,0
02/28/2011,2880.17,2906.169,2861.817,2905.053,118705763,0
03/01/2011,2906.285,2931.58,2901.552,2918.92,136555048,0
03/02/2011,2905.514,2924.963,2883.566,2913.808,133442258,0
03/03/2011,2918.731,2937.557,2900.761,2902.978,150488884,0
03/04/2011,2902.19,2944.459,2898.084,2942.306,118277241,0
03/07/2011,2952.722,3000.429,2952.722,2996.211,160105884,0
03/08/2011,2996.727,3001.624,2976.6,2999.942,126681154,0
03/09/2011,3002.546,3012.044,2989.342,3002.154,124790735,0
03/10/2011,2995.768,2995.768,2954.367,2957.143,123799889,0
03/11/2011,2942.419,2966.98,2927.683,2933.796,115994480,0
03/14/2011,2923.982,2939.652,2914.458,2937.627,116910618,0
03/15/2011,2927.984,2927.984,2850.945,2896.256,154951951,0
03/16/2011,2894.252,2934.018,2894.252,2930.804,130777237,0
03/17/2011,2906.955,2935.625,2885.651,2897.298,137797827,0
03/18/2011,2920.806,2930.606,2900.872,2906.886,100637335,0
03/21/2011,2913.913,2927.073,2895.154,2909.137,96760275,0
03/22/2011,2917.687,2923.392,2884.751,2919.142,95117457,0
03/23/2011,2919.016,2950.422,2911.626,2948.477,112603475,0
03/24/2011,2949.85,2958.663,2942.134,2946.706,108955979,0
03/25/2011,2948.543,2985.083,2946.697,2977.814,136396367,0
03/28/2011,2985.356,3005.783,2979.196,2984.005,156016878,0
03/29/2011,2979.865,2994.174,2953.54,2958.077,168543246,0
03/30/2011,2955.453,2968.182,2935.747,2955.771,126493548,0
03/31/2011,2954.653,2961.63,2914.384,2928.111,108935611,0
04/01/2011,2932.481,2967.847,2924.394,2967.41,99844094,0
04/06/2011,2964.212,3005.238,2963.899,3001.36,141650613,0
04/07/2011,3003.204,3012.288,2990.311,3007.909,124734591,0
04/08/2011,3005.368,3031.097,2998.34,3030.021,114337794,0
04/11/2011,3037.91,3059.568,3019.886,3022.746,147189576,0
04/12/2011,3012.795,3039.124,3003.445,3021.369,145990547,0
04/13/2011,3006.83,3050.401,2994.465,3050.398,128202655,0
04/14/2011,3049.667,3058.239,3036.726,3042.635,129487107,0
04/15/2011,3036.345,3062.53,3020.156,3050.526,128530989,0
04/18/2011,3040.531,3067.456,3037.189,3057.329,137488739,0
04/19/2011,3038.807,3038.807,2996.222,2999.041,141896394,0
04/20/2011,3005.975,3019.123,2992.672,3007.037,119741657,0
04/21/2011,3021.77,3035.471,3012.544,3026.668,121510664,0
04/22/2011,3025.699,3032.965,3004.465,3010.517,118525613,0
04/25/2011,3003.031,3003.61,2964.643,2964.951,117316622,0
04/26/2011,2956.949,2970.278,2931.502,2938.981,95154819,0
04/27/2011,2946.327,2961.133,2907.662,2925.408,105492475,0
04/28/2011,2937.947,2953.193,2884.839,2887.044,105230875,0
04/29/2011,2886.629,2913.556,2871.01,2911.511,87534255,0
05/03/2011,2911.51,2933.46,2890.225,2932.188,96402722,0
05/04/2011,2916.845,2916.97,2860.075,2866.017,111481131,0
05/05/2011,2854.768,2880.125,2849.91,2872.404,91084427,0
05/06/2011,2842.765,2881.706,2834.456,2863.886,91063909,0
05/09/2011,2868.235,2885.178,2861.42,2872.46,81576155,0
05/10/2011,2876.98,2891.034,2865.104,2890.634,81297176,0
05/11/2011,2890.353,2897.141,2868.349,2883.42,92477122,0
05/12/2011,2864.976,2876.448,2843.097,2844.083,100240961,0
05/13/2011,2846.311,2871.992,2832.254,2871.031,93238815,0
05/16/2011,2864.377,2877.091,2846.307,2849.067,84648251,0
05/17/2011,2846.447,2869.23,2821.203,2852.773,94819847,0
05/18/2011,2846.725,2877.427,2843.676,2872.771,76826970,0
05/19/2011,2879.387,2884.141,2856.829,2859.574,76994538,0
05/20/2011,2858.311,2866.763,2850.445,2858.459,70743786,0
05/23/2011,2853.286,2853.286,2771.117,2774.569,98622045,0
05/24/2011,2766.059,2771.748,2744.777,2767.056,74852898,0
05/25/2011,2764.56,2771.177,2737.33,2741.741,74406534,0
05/26/2011,2755.394,2764.89,2734.536,2736.527,78741315,0
05/27/2011,2739.387,2746.842,2708.548,2709.947,82521052,0
05/30/2011,2704.485,2728.062,2689.206,2706.361,65174388,0
05/31/2011,2707.559,2744.934,2702.095,2743.472,67900383,0
06/01/2011,2737.057,2744.559,2726.495,2743.572,68555501,0
06/02/2011,2715.316,2727.995,2676.538,2705.181,86021158,0
06/03/2011,2701.773,2732.427,2701.25,2728.02,67983945,0
06/07/2011,2720.97,2745.77,2717.313,2744.3,65021293,0
06/08/2011,2742.043,2754.122,2715.25,2750.288,74294661,0
06/09/2011,2743.539,2747.332,2702.695,2703.345,83469268,0
06/10/2011,2696.13,2707.742,2672.32,2705.143,73400294,0
06/13/2011,2687.653,2703.423,2669.395,2700.379,63069459,0
06/14/2011,2696.223,2735.553,2691.671,2730.04,83097514,0
06/15/2011,2717.677,2730.476,2705.072,2705.431,74856945,0
06/16/2011,2685.632,2691.944,2663.12,2664.283,70927870,0
06/17/2011,2661.414,2675.027,2641.392,2642.818,64442633,0
06/20/2011,2635.834,2637.883,2610.99,2621.253,60059864,0
06/21/2011,2628.022,2648.024,2618.807,2646.483,64821871,0
06/22/2011,2648.534,2657.725,2633.474,2649.321,58313802,0
06/23/2011,2640.66,2693.417,2630.336,2688.249,73772688,0
06/24/2011,2678.052,2759.71,2674.303,2746.211,125773628,0
06/27/2011,2746.787,2769.043,2743.496,2758.23,101601018,0
06/28/2011,2759.713,2763.28,2736.398,2759.202,88277450,0
06/29/2011,2757.4,2759.231,2727.253,2728.483,88224197,0
06/30/2011,2729.992,2774.365,2729.992,2762.076,90967124,0
07/01/2011,2767.834,2778.668,2752.966,2759.362,92072878,0
07/04/2011,2770.94,2813.27,2770.94,2812.818,121962260,0
07/05/2011,2812.722,2818.141,2799.11,2816.355,110124224,0
07/06/2011,2811.815,2811.815,2780.728,2810.479,103104393,0
07/07/2011,2813.193,2825.123,2793.892,2794.267,116512143,0
07/08/2011,2797.026,2807.38,2784.126,2797.774,86211609,0
07/11/2011,2789.454,2807.322,2780.665,2802.692,86063595,0
07/12/2011,2783.722,2783.722,2752.186,2754.582,96674475,0
07/13/2011,2756.032,2797.266,2756.032,2795.476,91929128,0
07/14/2011,2798.212,2811.704,2788.983,2810.444,104502080,0
07/15/2011,2803.585,2821.339,2794.159,2820.169,107470064,0
07/18/2011,2821.358,2826.959,2807.108,2816.688,108108623,0
07/19/2011,2804.923,2809.315,2790.685,2796.983,92740884,0
07/20/2011,2810.436,2817.285,2779.381,2794.205,84030616,0
07/21/2011,2795.896,2799.852,2763.418,2765.894,81760582,0
07/22/2011,2769.863,2782.169,2763.8,2770.79,70211837,0
07/25/2011,2759.628,2759.628,2680.747,2688.746,111242249,0
07/26/2011,2685.754,2704.939,2677.119,2703.026,72881454,0
07/27/2011,2690.144,2726.801,2680.433,2723.492,80407781,0
07/28/2011,2701.771,2712.09,2684.661,2708.777,78474915,0
07/29/2011,2706.497,2721.53,2681.272,2701.729,75471655,0
08/01/2011,2697.575,2712.888,2688.529,2703.783,59000711,0
08/02/2011,2689.971,2689.971,2651.28,2679.259,69993181,0
08/03/2011,2659.118,2688.065,2654.364,2678.485,63981610,0
08/04/2011,2683.192,2698.815,2675.534,2684.039,58872111,0
08/05/2011,2620.277,2644.581,2605.137,2626.423,78571833,0
08/08/2011,2599.289,2614.19,2497.918,2526.816,110302496,0
08/09/2011,2468.032,2537.409,2437.681,2526.07,103723892,0
08/10/2011,2562.393,2579.156,2544.952,2549.176,100369343,0
08/11/2011,2508.857,2582.155,2505.012,2581.508,95597265,0
08/12/2011,2593.395,2605.447,2585.846,2593.173,97171206,0
08/15/2011,2598.138,2627.104,2584.407,2626.77,88676842,0
08/16/2011,2627.854,2636.36,2601.501,2608.166,85226861,0
08/17/2011,2603.961,2617.165,2596.039,2601.261,70109146,0
08/18/2011,2601.99,2603.485,2556.859,2559.472,70989277,0
08/19/2011,2519.645,2538.272,2513.754,2534.358,70606801,0
08/22/2011,2534.57,2553.415,2507.782,2515.863,61214429,0
08/23/2011,2524.877,2554.178,2514.949,2554.019,60944193,0
08/24/2011,2562.411,2569.278,2536.256,2541.091,65462469,0
08/25/2011,2546.402,2616.304,2545.054,2615.261,104537978,0
08/26/2011,2602.208,2616.636,2593.238,2612.188,77850450,0
08/29/2011,2595.466,2595.466,2570.844,2576.413,73696095,0
08/30/2011,2592.597,2615.135,2563.689,2566.595,75910686,0
08/31/2011,2566.529,2574.415,2545.096,2567.34,59169720,0
09/01/2011,2569.799,2584.804,2547.855,2556.042,57290927,0
09/02/2011,2551.556,2557.31,2517.618,2528.28,54436581,0
09/05/2011,2510.1,2510.1,2478.195,2478.739,55031066,0
09/06/2011,2465.565,2482.242,2459.543,2470.524,49223173,0
09/07/2011,2480.941,2516.754,2475.218,2516.09,59665860,0
09/08/2011,2523.962,2524.377,2498.113,2498.943,55271952,0
09/09/2011,2506.969,2528.422,2487.145,2497.753,51253380,0
09/13/2011,2467.73,2477.083,2453.796,2471.305,49930919,0
09/14/2011,2478.586,2485.934,2439.372,2484.827,54065977,0
09/15/2011,2482.859,2496.572,2477.651,2479.055,56003688,0
09/16/2011,2490.177,2499.481,2475.758,2482.343,47986854,0
09/19/2011,2469.6,2469.6,2437.165,2437.795,48746822,0
09/20/2011,2433.721,2460.034,2426.703,2447.755,46265892,0
09/21/2011,2450.116,2517.673,2438.852,2512.963,86689276,0
09/22/2011,2491.212,2499.976,2442.462,2443.057,74695409,0
09/23/2011,2411.833,2440.751,2400.141,2433.159,67302693,0
09/26/2011,2416.226,2441.729,2384.64,2393.183,57425042,0
09/27/2011,2410.991,2423.913,2395.164,2415.054,55231432,0
09/28/2011,2427.289,2430.27,2383.396,2392.062,55758447,0
09/29/2011,2378.423,2387.538,2358.572,2365.343,59191239,0
09/30/2011,2368.398,2377.541,2348.217,2359.22,48818372,0
10/10/2011,2363.078,2368.149,2338.685,2344.787,41745306,0
10/11/2011,2401.738,2412.376,2323.412,2348.516,63975806,0
10/12/2011,2335.488,2421.693,2318.628,2420,91508568,0
10/13/2011,2412.832,2439.64,2406.282,2438.79,87860106,0
10/14/2011,2429.885,2437.594,2409.288,2431.375,60673160,0
10/17/2011,2434.486,2452.99,2424.726,2440.402,58267682,0
10/18/2011,2423.282,2425.646,2378.667,2383.485,79525744,0
10/19/2011,2387.831,2401.688,2374.417,2377.512,58534637,0
10/20/2011,2365.909,2368.64,2315.9,2331.366,65425215,0
10/21/2011,2330.512,2340.315,2313.782,2317.275,48436725,0
10/24/2011,2322.02,2371.092,2307.146,2370.333,70874071,0
10/25/2011,2366.398,2414.049,2357.387,2409.672,90888876,0
10/26/2011,2398.187,2448.981,2394.733,2427.48,107447168,0
10/27/2011,2432.473,2449.701,2426.315,2435.614,82408961,0
10/28/2011,2462.085,2483.759,2456.177,2473.41,110032721,0
10/31/2011,2470.254,2478.307,2455.205,2468.25,84172562,0
11/01/2011,2450.331,2491.355,2445.527,2470.019,88892417,0
11/02/2011,2437.87,2505.121,2433.715,2504.108,105468200,0
11/03/2011,2510.842,2535.24,2507.297,2508.09,136576325,0
